Topics,Alpha,Eta,Coherence
9,0.01,0.61,-4.783461259948804
9,0.01,0.9099999999999999,-6.220935730423091
9,0.01,symmetric,-3.9415004707421684
9,0.31,0.01,-1.9853007672120375
9,0.31,0.31,-3.098087985541368
9,0.31,0.61,-3.1217469422263564
9,0.31,0.9099999999999999,-3.633118370297053
9,0.31,symmetric,-2.48602970570132
9,0.61,0.01,-2.0272069726203608
9,0.61,0.31,-2.474576695423761
9,0.61,0.61,-2.7704166246809745
9,0.61,0.9099999999999999,-2.8479277638578706
9,0.61,symmetric,-2.237774330013428
9,0.9099999999999999,0.01,-2.0515248742986443
9,0.9099999999999999,0.31,-2.368098795024921
9,0.9099999999999999,0.61,-2.1702394515978227
9,0.9099999999999999,0.9099999999999999,-2.4441241692340387
9,0.9099999999999999,symmetric,-2.0110821872314784
9,symmetric,0.01,-2.241512816684649
9,symmetric,0.31,-3.521564500223719
9,symmetric,0.61,-4.508362003217674
9,symmetric,0.9099999999999999,-6.007150656100696
9,symmetric,symmetric,-3.248502423252219
9,asymmetric,0.01,-2.180652615236806
9,asymmetric,0.31,-4.155924847747658
9,asymmetric,0.61,-6.253764317436105
9,asymmetric,0.9099999999999999,-8.09505873247131
9,asymmetric,symmetric,-3.0620765903003413
10,0.01,0.01,-3.307901536268573
10,0.01,0.31,-3.974566262182205
10,0.01,0.61,-5.4216189144274605
10,0.01,0.9099999999999999,-7.1349298064464834
10,0.01,symmetric,-3.9286440083537912
10,0.31,0.01,-2.08056083854679
10,0.31,0.31,-2.7465671457199425
10,0.31,0.61,-3.7506928599844387
10,0.31,0.9099999999999999,-4.965606556322638
10,0.31,symmetric,-2.415954960084861
10,0.61,0.01,-2.07838129261609
10,0.61,0.31,-2.2299028665538567
10,0.61,0.61,-2.3824508820381403
10,0.61,0.9099999999999999,-2.810246611973575
10,0.61,symmetric,-2.170241276463743
10,0.9099999999999999,0.01,-2.1146395443022468
10,0.9099999999999999,0.31,-2.178668601365828
10,0.9099999999999999,0.61,-2.4051006214496136
10,0.9099999999999999,0.9099999999999999,-2.53295404083182
10,0.9099999999999999,symmetric,-2.2987235253103746
10,symmetric,0.01,-2.122955128509267
10,symmetric,0.31,-4.232905946791673
10,symmetric,0.61,-4.06936329932657
10,symmetric,0.9099999999999999,-5.734924198356975
10,symmetric,symmetric,-3.2677800678668363
10,asymmetric,0.01,-2.221819008657829
10,asymmetric,0.31,-3.7100287819643243
10,asymmetric,0.61,-4.411639096927018
10,asymmetric,0.9099999999999999,-5.31154912913567
10,asymmetric,symmetric,-2.9663466091065165
11,0.01,0.01,-2.60245517625173
11,0.01,0.31,-4.352310572064198
11,0.01,0.61,-5.491281148501619
11,0.01,0.9099999999999999,-7.683217506731392
11,0.01,symmetric,-3.6819304723499897
11,0.31,0.01,-2.134411826076171
11,0.31,0.31,-2.703400914044648
11,0.31,0.61,-3.6881667677745087
11,0.31,0.9099999999999999,-5.414533776822297
11,0.31,symmetric,-2.3456443466373127
11,0.61,0.01,-2.0533368571836843
11,0.61,0.31,-2.638715837793723
11,0.61,0.61,-2.666016389509703
11,0.61,0.9099999999999999,-2.761308061843224
11,0.61,symmetric,-2.2703349690848644
11,0.9099999999999999,0.01,-2.1227448701383955
11,0.9099999999999999,0.31,-2.3288669337918773
11,0.9099999999999999,0.61,-2.409003528766837
11,0.9099999999999999,0.9099999999999999,-2.7161121729999387
11,0.9099999999999999,symmetric,-2.0820123565930504
11,symmetric,0.01,-2.4664125683619145
11,symmetric,0.31,-4.294813671268193
11,symmetric,0.61,-5.714368095078222
11,symmetric,0.9099999999999999,-6.648114677269107
11,symmetric,symmetric,-3.272345023290193
11,asymmetric,0.01,-2.6010490176873176
11,asymmetric,0.31,-3.703995441458504
11,asymmetric,0.61,-7.000775157512968
11,asymmetric,0.9099999999999999,-8.578023255170715
11,asymmetric,symmetric,-2.9103839906791915
12,0.01,0.01,-2.921669428996033
12,0.01,0.31,-4.837795293318602
12,0.01,0.61,-6.588363153647893
12,0.01,0.9099999999999999,-6.951629368719547
12,0.01,symmetric,-2.8848857454075785
12,0.31,0.01,-2.1393442140918704
12,0.31,0.31,-3.1729007108773857
12,0.31,0.61,-3.2789113616389423
12,0.31,0.9099999999999999,-4.983676173803765
12,0.31,symmetric,-2.653949197979779
12,0.61,0.01,-2.1418526713389174
12,0.61,0.31,-2.3999683448930016
12,0.61,0.61,-2.651536207654076
12,0.61,0.9099999999999999,-3.6421253857272275
12,0.61,symmetric,-2.2194225497675046
12,0.9099999999999999,0.01,-2.127985705041845
12,0.9099999999999999,0.31,-2.272438491454642
12,0.9099999999999999,0.61,-2.489071192183434
12,0.9099999999999999,0.9099999999999999,-2.597334020862784
12,0.9099999999999999,symmetric,-2.1219633843393875
12,symmetric,0.01,-2.6068592848970877
12,symmetric,0.31,-3.971966323862541
12,symmetric,0.61,-4.345941057323201
12,symmetric,0.9099999999999999,-6.541477092334145
12,symmetric,symmetric,-3.21236883031203
12,asymmetric,0.01,-3.382800246278794
12,asymmetric,0.31,-4.019539310639535
12,asymmetric,0.61,-5.920310345378067
12,asymmetric,0.9099999999999999,-7.557443015197777
12,asymmetric,symmetric,-3.688782571660887
13,0.01,0.01,-2.542763516127821
13,0.01,0.31,-4.612025517278945
13,0.01,0.61,-6.435274385294946
13,0.01,0.9099999999999999,-7.68802524676741
13,0.01,symmetric,-3.399253159366956
13,0.31,0.01,-2.2051593939706877
13,0.31,0.31,-3.1629945240365105
13,0.31,0.61,-3.7339375831406345
13,0.31,0.9099999999999999,-7.432345648267191
13,0.31,symmetric,-2.5757945261497666
13,0.61,0.01,-2.148795957944453
13,0.61,0.31,-2.472174272471128
13,0.61,0.61,-2.606420396666037
13,0.61,0.9099999999999999,-3.282026496295418
13,0.61,symmetric,-2.167749389205891
13,0.9099999999999999,0.01,-2.2497475903992648
13,0.9099999999999999,0.31,-2.4751615867031984
13,0.9099999999999999,0.61,-2.48758260664499
13,0.9099999999999999,0.9099999999999999,-2.5502845924116477
13,0.9099999999999999,symmetric,-2.252686982869868
13,symmetric,0.01,-2.3718278558063277
13,symmetric,0.31,-4.249773650889209
13,symmetric,0.61,-7.195714040285641
13,symmetric,0.9099999999999999,-8.308230180445172
13,symmetric,symmetric,-3.4549334368430613
13,asymmetric,0.01,-3.022545279416207
13,asymmetric,0.31,-4.849010747539331
13,asymmetric,0.61,-6.513309840697474
13,asymmetric,0.9099999999999999,-8.064897026017888
13,asymmetric,symmetric,-3.341167663944385
14,0.01,0.01,-3.154419725378184
14,0.01,0.31,-3.5295824021589657
14,0.01,0.61,-7.6776619809279225
14,0.01,0.9099999999999999,-9.00948957991098
14,0.01,symmetric,-3.6680265408979205
14,0.31,0.01,-2.1823881156324334
14,0.31,0.31,-3.4443992191733903
14,0.31,0.61,-4.332787908617827
14,0.31,0.9099999999999999,-6.499630431707701
14,0.31,symmetric,-2.591406380193039
14,0.61,0.01,-2.2518925957357214
14,0.61,0.31,-2.553028305810975
14,0.61,0.61,-2.666147814460236
14,0.61,0.9099999999999999,-4.353148122535653
14,0.61,symmetric,-2.3433081835507665
14,0.9099999999999999,0.01,-2.2970367947290584
14,0.9099999999999999,0.31,-2.4707335990041877
14,0.9099999999999999,0.61,-2.3944332924884724
14,0.9099999999999999,0.9099999999999999,-2.8431409568612804
14,0.9099999999999999,symmetric,-2.397648673354601
14,symmetric,0.01,-3.0741577290377493
14,symmetric,0.31,-3.424668639286169
14,symmetric,0.61,-6.689490940353538
14,symmetric,0.9099999999999999,-8.23492777372561
14,symmetric,symmetric,-3.1202582655987543
14,asymmetric,0.01,-3.698398573755141
14,asymmetric,0.31,-4.778442336035456
14,asymmetric,0.61,-7.449520717714717
14,asymmetric,0.9099999999999999,-8.609473284411246
14,asymmetric,symmetric,-3.759394888545284
